"STATEFP","STATE","STATEABBREVIATION","YEAR","INDICATOR","VALUE"
"28","Mississippi","MS","2014","Population","2988578"
"28","Mississippi","MS","2015","Population","2985297"
"28","Mississippi","MS","2016","Population","2985415"
"28","Mississippi","MS","2017","Population","2984100"
"29","Missouri","MO","2010","Population","5996118.0"
"29","Missouri","MO","2010","Population","5995681"
"29","Missouri","MO","2011","Population","6010280"
"29","Missouri","MO","2012","Population","6023267"
"29","Missouri","MO","2013","Population","6041142"
"29","Missouri","MO","2014","Population","6058014"
"29","Missouri","MO","2015","Population","6072640"
"29","Missouri","MO","2016","Population","6091176"
"29","Missouri","MO","2017","Population","6113532"
"30","Montana","MT","2010","Population","990641.0"
"30","Montana","MT","2010","Population","990507"
"30","Montana","MT","2011","Population","996866"
"30","Montana","MT","2012","Population","1003522"
"30","Montana","MT","2013","Population","1011921"
"30","Montana","MT","2014","Population","1019931"
"30","Montana","MT","2015","Population","1028317"
"30","Montana","MT","2016","Population","1038656"
"30","Montana","MT","2017","Population","1050493"
"31","Nebraska","NE","2010","Population","1830051.0"
"31","Nebraska","NE","2010","Population","1829956"
"31","Nebraska","NE","2011","Population","1841641"
"31","Nebraska","NE","2012","Population","1854862"
"31","Nebraska","NE","2013","Population","1867414"
"31","Nebraska","NE","2014","Population","1880920"
"31","Nebraska","NE","2015","Population","1893564"
"31","Nebraska","NE","2016","Population","1907603"
"31","Nebraska","NE","2017","Population","1920076"
"32","Nevada","NV","2010","Population","2703284.0"
"32","Nevada","NV","2010","Population","2702797"
"32","Nevada","NV","2011","Population","2718170"
"32","Nevada","NV","2012","Population","2752410"
"32","Nevada","NV","2013","Population","2786547"
"32","Nevada","NV","2014","Population","2831730"
"32","Nevada","NV","2015","Population","2883057"
"32","Nevada","NV","2016","Population","2939254"
"32","Nevada","NV","2017","Population","2998039"
"33","New Hampshire","NH","2010","Population","1316872.0"
"33","New Hampshire","NH","2010","Population","1316700"
"33","New Hampshire","NH","2011","Population","1318345"
"33","New Hampshire","NH","2012","Population","1320923"
"33","New Hampshire","NH","2013","Population","1322622"
"33","New Hampshire","NH","2014","Population","1328684"
"33","New Hampshire","NH","2015","Population","1330134"
"33","New Hampshire","NH","2016","Population","1335015"
"33","New Hampshire","NH","2017","Population","1342795"
"34","New Jersey","NJ","2010","Population","8803729.0"
"34","New Jersey","NJ","2010","Population","8803708"
"34","New Jersey","NJ","2011","Population","8844694"
"34","New Jersey","NJ","2012","Population","8882095"
"34","New Jersey","NJ","2013","Population","8913735"
"34","New Jersey","NJ","2014","Population","8943010"
"34","New Jersey","NJ","2015","Population","8960001"
"34","New Jersey","NJ","2016","Population","8978416"
"34","New Jersey","NJ","2017","Population","9005644"
"35","New Mexico","NM","2010","Population","2064756.0"
"35","New Mexico","NM","2010","Population","2064607"
"35","New Mexico","NM","2011","Population","2077744"
"35","New Mexico","NM","2012","Population","2083590"
"35","New Mexico","NM","2013","Population","2085161"
"35","New Mexico","NM","2014","Population","2083207"
"35","New Mexico","NM","2015","Population","2082264"
"35","New Mexico","NM","2016","Population","2085432"
"35","New Mexico","NM","2017","Population","2088070"
"36","New York","NY","2010","Population","19402640.0"
"36","New York","NY","2010","Population","19405185"
"36","New York","NY","2011","Population","19526372"
"36","New York","NY","2012","Population","19625409"
"36","New York","NY","2013","Population","19712514"
"36","New York","NY","2014","Population","19773580"
"36","New York","NY","2015","Population","19819347"
"36","New York","NY","2016","Population","19836286"
"36","New York","NY","2017","Population","19849399"
"37","North Carolina","NC","2010","Population","9558915.0"
"37","North Carolina","NC","2010","Population","9574247"
"37","North Carolina","NC","2011","Population","9662940"
"37","North Carolina","NC","2012","Population","9755299"
"37","North Carolina","NC","2013","Population","9849812"
"37","North Carolina","NC","2014","Population","9941160"
"37","North Carolina","NC","2015","Population","10041769"
"37","North Carolina","NC","2016","Population","10156689"
"37","North Carolina","NC","2017","Population","10273419"
"38","North Dakota","ND","2010","Population","674526.0"
"38","North Dakota","ND","2010","Population","674518"
"38","North Dakota","ND","2011","Population","684830"
"38","North Dakota","ND","2012","Population","701380"
"38","North Dakota","ND","2013","Population","722908"
"38","North Dakota","ND","2014","Population","738658"
"38","North Dakota","ND","2015","Population","754859"
"38","North Dakota","ND","2016","Population","755548"
"38","North Dakota","ND","2017","Population","755393"
"39","Ohio","OH","2010","Population","11540983.0"
"39","Ohio","OH","2010","Population","11539282"
"39","Ohio","OH","2011","Population","11543332"
"39","Ohio","OH","2012","Population","11546969"
"39","Ohio","OH","2013","Population","11567845"
"39","Ohio","OH","2014","Population","11593741"
"39","Ohio","OH","2015","Population","11606027"
"39","Ohio","OH","2016","Population","11622554"
"39","Ohio","OH","2017","Population","11658609"
"40","Oklahoma","OK","2010","Population","3759603.0"
"40","Oklahoma","OK","2010","Population","3759529"
"40","Oklahoma","OK","2011","Population","3785232"
"40","Oklahoma","OK","2012","Population","3815298"
"40","Oklahoma","OK","2013","Population","3849840"
"40","Oklahoma","OK","2014","Population","3875008"
"40","Oklahoma","OK","2015","Population","3904353"
"40","Oklahoma","OK","2016","Population","3921207"
"40","Oklahoma","OK","2017","Population","3930864"
"41","Oregon","OR","2010","Population","3838048.0"
"41","Oregon","OR","2010","Population","3837073"
"41","Oregon","OR","2011","Population","3865845"
"41","Oregon","OR","2012","Population","3893920"
"41","Oregon","OR","2013","Population","3919664"
"41","Oregon","OR","2014","Population","3960673"
"41","Oregon","OR","2015","Population","4016537"
"41","Oregon","OR","2016","Population","4085989"
"41","Oregon","OR","2017","Population","4142776"
"42","Pennsylvania","PA","2010","Population","12712343.0"
"42","Pennsylvania","PA","2010","Population","12711063"
"42","Pennsylvania","PA","2011","Population","12742811"
"42","Pennsylvania","PA","2012","Population","12768034"
"42","Pennsylvania","PA","2013","Population","12778450"
"42","Pennsylvania","PA","2014","Population","12790341"
"42","Pennsylvania","PA","2015","Population","12791124"
"42","Pennsylvania","PA","2016","Population","12787085"
"42","Pennsylvania","PA","2017","Population","12805537"
"44","Rhode Island","RI","2010","Population","1053337.0"
"44","Rhode Island","RI","2010","Population","1053169"
"44","Rhode Island","RI","2011","Population","1052154"
"44","Rhode Island","RI","2012","Population","1052761"
"44","Rhode Island","RI","2013","Population","1052784"
"44","Rhode Island","RI","2014","Population","1054782"
"44","Rhode Island","RI","2015","Population","1055916"
"44","Rhode Island","RI","2016","Population","1057566"
"44","Rhode Island","RI","2017","Population","1059639"
"45","South Carolina","SC","2010","Population","4635943.0"
"45","South Carolina","SC","2010","Population","4635834"
"45","South Carolina","SC","2011","Population","4672744"
"45","South Carolina","SC","2012","Population","4719009"
"45","South Carolina","SC","2013","Population","4765862"
"45","South Carolina","SC","2014","Population","4824758"
"45","South Carolina","SC","2015","Population","4892423"
"45","South Carolina","SC","2016","Population","4959822"
"45","South Carolina","SC","2017","Population","5024369"
"46","South Dakota","SD","2010","Population","816325.0"
"46","South Dakota","SD","2010","Population","816227"
"46","South Dakota","SD","2011","Population","823338"
"46","South Dakota","SD","2012","Population","832576"
"46","South Dakota","SD","2013","Population","842513"
"46","South Dakota","SD","2014","Population","849455"
"46","South Dakota","SD","2015","Population","854036"
"46","South Dakota","SD","2016","Population","861542"
"46","South Dakota","SD","2017","Population","869666"
"47","Tennessee","TN","2010","Population","6356671.0"
"47","Tennessee","TN","2010","Population","6355882"
"47","Tennessee","TN","2011","Population","6396281"
"47","Tennessee","TN","2012","Population","6450632"
"47","Tennessee","TN","2013","Population","6490795"
"47","Tennessee","TN","2014","Population","6540007"
"47","Tennessee","TN","2015","Population","6590726"
"47","Tennessee","TN","2016","Population","6649404"
"47","Tennessee","TN","2017","Population","6715984"
"48","Texas","TX","2010","Population","25244310.0"
"48","Texas","TX","2010","Population","25241648"
"48","Texas","TX","2011","Population","25644424"
"48","Texas","TX","2012","Population","26078327"
"48","Texas","TX","2013","Population","26479279"
"48","Texas","TX","2014","Population","26954436"
"48","Texas","TX","2015","Population","27454880"
"48","Texas","TX","2016","Population","27904862"
"48","Texas","TX","2017","Population","28304596"
"49","Utah","UT","2010","Population","2775326.0"
"49","Utah","UT","2010","Population","2775260"
"49","Utah","UT","2011","Population","2815430"
"49","Utah","UT","2012","Population","2854222"
"49","Utah","UT","2013","Population","2899961"
"49","Utah","UT","2014","Population","2938671"
"49","Utah","UT","2015","Population","2984917"
"49","Utah","UT","2016","Population","3044321"
"49","Utah","UT","2017","Population","3101833"
"50","Vermont","VT","2010","Population","625982.0"
"50","Vermont","VT","2010","Population","625842"
"50","Vermont","VT","2011","Population","626210"
"50","Vermont","VT","2012","Population","625606"
"50","Vermont","VT","2013","Population","626044"
"50","Vermont","VT","2014","Population","625665"
"50","Vermont","VT","2015","Population","624455"
"50","Vermont","VT","2016","Population","623354"
"50","Vermont","VT","2017","Population","623657"
"51","Virginia","VA","2010","Population","8025773.0"
"51","Virginia","VA","2010","Population","8025206"
"51","Virginia","VA","2011","Population","8107548"
"51","Virginia","VA","2012","Population","8188656"
"51","Virginia","VA","2013","Population","8261689"
"51","Virginia","VA","2014","Population","8316902"
"51","Virginia","VA","2015","Population","8366767"
"51","Virginia","VA","2016","Population","8414380"
"51","Virginia","VA","2017","Population","8470020"
"53","Washington","WA","2010","Population","6743226.0"
"53","Washington","WA","2010","Population","6741386"
"53","Washington","WA","2011","Population","6819155"
"53","Washington","WA","2012","Population","6890899"
"53","Washington","WA","2013","Population","6963410"
"53","Washington","WA","2014","Population","7046931"
"53","Washington","WA","2015","Population","7152818"
"53","Washington","WA","2016","Population","7280934"
"53","Washington","WA","2017","Population","7405743"
"54","West Virginia","WV","2010","Population","1854230.0"
"54","West Virginia","WV","2010","Population","1854315"
"54","West Virginia","WV","2011","Population","1854891"
"54","West Virginia","WV","2012","Population","1855360"
"54","West Virginia","WV","2013","Population","1852333"
"54","West Virginia","WV","2014","Population","1847624"
"54","West Virginia","WV","2015","Population","1839767"
"54","West Virginia","WV","2016","Population","1828637"
"54","West Virginia","WV","2017","Population","1815857"
"55","Wisconsin","WI","2010","Population","5690263.0"
"55","Wisconsin","WI","2010","Population","5690403"
"55","Wisconsin","WI","2011","Population","5705812"
"55","Wisconsin","WI","2012","Population","5721075"
"55","Wisconsin","WI","2013","Population","5736673"
"55","Wisconsin","WI","2014","Population","5751272"
"55","Wisconsin","WI","2015","Population","5759744"
"55","Wisconsin","WI","2016","Population","5772917"
"55","Wisconsin","WI","2017","Population","5795483"
"56","Wyoming","WY","2010","Population","564513.0"
"56","Wyoming","WY","2010","Population","564376"
"56","Wyoming","WY","2011","Population","567602"
"56","Wyoming","WY","2012","Population","576608"
"56","Wyoming","WY","2013","Population","582341"
"56","Wyoming","WY","2014","Population","583334"
"56","Wyoming","WY","2015","Population","586102"
"56","Wyoming","WY","2016","Population","584910"
"56","Wyoming","WY","2017","Population","579315"
"72","Puerto Rico","PR","2010","Population","3721525.0"
"72","Puerto Rico","PR","2011","Population","3678732"
"72","Puerto Rico","PR","2012","Population","3634488"
"72","Puerto Rico","PR","2013","Population","3593077"
"72","Puerto Rico","PR","2014","Population","3534874"
"72","Puerto Rico","PR","2015","Population","3473177"
"72","Puerto Rico","PR","2016","Population","3406520"
"72","Puerto Rico","PR","2017","Population","3337177"
"00","United States","US","2010","Population","309348193.0"
"00","United States","US","2009","Population","307006556"
