"STATEFP","STATE","STATEABBREVIATION","YEAR","INDICATOR","VALUE"
"11","District of Columbia","DC","2013","drugdeathrate","15.8"
"11","District of Columbia","DC","2014","drugdeathrate","14.6"
"11","District of Columbia","DC","2015","drugdeathrate","18.6"
"11","District of Columbia","DC","2016","drugdeathrate","39.5"
"11","District of Columbia","DC","2017","drugdeathrate","44.7"
"12","Florida","FL","2010","drugdeathrate","16.3"
"12","Florida","FL","2011","drugdeathrate","15.3"
"12","Florida","FL","2012","drugdeathrate","13.4"
"12","Florida","FL","2013","drugdeathrate","12.7"
"12","Florida","FL","2014","drugdeathrate","13.2"
"12","Florida","FL","2015","drugdeathrate","15.9"
"12","Florida","FL","2016","drugdeathrate","22.9"
"12","Florida","FL","2017","drugdeathrate","24.2"
"13","Georgia","GA","2010","drugdeathrate","10.9"
"13","Georgia","GA","2011","drugdeathrate","10.8"
"13","Georgia","GA","2012","drugdeathrate","10.6"
"13","Georgia","GA","2013","drugdeathrate","11.0"
"13","Georgia","GA","2014","drugdeathrate","11.9"
"13","Georgia","GA","2015","drugdeathrate","12.7"
"13","Georgia","GA","2016","drugdeathrate","13.5"
"13","Georgia","GA","2017","drugdeathrate","14.7"
"15","Hawaii","HI","2010","drugdeathrate","11.1"
"15","Hawaii","HI","2011","drugdeathrate","13.1"
"15","Hawaii","HI","2012","drugdeathrate","11.1"
"15","Hawaii","HI","2013","drugdeathrate","11.3"
"15","Hawaii","HI","2014","drugdeathrate","11.1"
"15","Hawaii","HI","2015","drugdeathrate","11.8"
"15","Hawaii","HI","2016","drugdeathrate","13.4"
"15","Hawaii","HI","2017","drugdeathrate","14.2"
"16","Idaho","ID","2010","drugdeathrate","11.4"
"16","Idaho","ID","2011","drugdeathrate","12.2"
"16","Idaho","ID","2012","drugdeathrate","11.3"
"16","Idaho","ID","2013","drugdeathrate","12.8"
"16","Idaho","ID","2014","drugdeathrate","13.0"
"16","Idaho","ID","2015","drugdeathrate","13.2"
"16","Idaho","ID","2016","drugdeathrate","14.4"
"16","Idaho","ID","2017","drugdeathrate","13.7"
"17","Illinois","IL","2010","drugdeathrate","10.0"
"17","Illinois","IL","2011","drugdeathrate","10.9"
"17","Illinois","IL","2012","drugdeathrate","12.6"
"17","Illinois","IL","2013","drugdeathrate","12.3"
"17","Illinois","IL","2014","drugdeathrate","13.2"
"17","Illinois","IL","2015","drugdeathrate","14.3"
"17","Illinois","IL","2016","drugdeathrate","18.8"
"17","Illinois","IL","2017","drugdeathrate","21.7"
"18","Indiana","IN","2010","drugdeathrate","14.3"
"18","Indiana","IN","2011","drugdeathrate","15.0"
"18","Indiana","IN","2012","drugdeathrate","15.5"
"18","Indiana","IN","2013","drugdeathrate","16.2"
"18","Indiana","IN","2014","drugdeathrate","17.8"
"18","Indiana","IN","2015","drugdeathrate","18.8"
"18","Indiana","IN","2016","drugdeathrate","23.0"
"18","Indiana","IN","2017","drugdeathrate","27.8"
"19","Iowa","IA","2010","drugdeathrate","8.3"
"19","Iowa","IA","2011","drugdeathrate","8.2"
"19","Iowa","IA","2012","drugdeathrate","8.4"
"19","Iowa","IA","2013","drugdeathrate","8.9"
"19","Iowa","IA","2014","drugdeathrate","8.5"
"19","Iowa","IA","2015","drugdeathrate","9.9"
"19","Iowa","IA","2016","drugdeathrate","10.0"
"19","Iowa","IA","2017","drugdeathrate","10.8"
"20","Kansas","KS","2010","drugdeathrate","9.4"
"20","Kansas","KS","2011","drugdeathrate","9.8"
"20","Kansas","KS","2012","drugdeathrate","11.0"
"20","Kansas","KS","2013","drugdeathrate","11.4"
"20","Kansas","KS","2014","drugdeathrate","11.4"
"20","Kansas","KS","2015","drugdeathrate","11.3"
"20","Kansas","KS","2016","drugdeathrate","10.8"
"20","Kansas","KS","2017","drugdeathrate","11.4"
"21","Kentucky","KY","2010","drugdeathrate","23.2"
"21","Kentucky","KY","2011","drugdeathrate","24.2"
"21","Kentucky","KY","2012","drugdeathrate","24.6"
"21","Kentucky","KY","2013","drugdeathrate","23.2"
"21","Kentucky","KY","2014","drugdeathrate","24.4"
"21","Kentucky","KY","2015","drugdeathrate","28.8"
"21","Kentucky","KY","2016","drugdeathrate","32.0"
"21","Kentucky","KY","2017","drugdeathrate","35.2"
"22","Louisiana","LA","2010","drugdeathrate","13.0"
"22","Louisiana","LA","2011","drugdeathrate","13.1"
"22","Louisiana","LA","2012","drugdeathrate","12.3"
"22","Louisiana","LA","2013","drugdeathrate","17.5"
"22","Louisiana","LA","2014","drugdeathrate","16.7"
"22","Louisiana","LA","2015","drugdeathrate","18.4"
"22","Louisiana","LA","2016","drugdeathrate","21.3"
"22","Louisiana","LA","2017","drugdeathrate","23.7"
"23","Maine","ME","2010","drugdeathrate","10.2"
"23","Maine","ME","2011","drugdeathrate","11.7"
"23","Maine","ME","2012","drugdeathrate","11.3"
"23","Maine","ME","2013","drugdeathrate","13.1"
"23","Maine","ME","2014","drugdeathrate","16.2"
"23","Maine","ME","2015","drugdeathrate","20.2"
"23","Maine","ME","2016","drugdeathrate","26.5"
"23","Maine","ME","2017","drugdeathrate","31.7"
"24","Maryland","MD","2010","drugdeathrate","11.3"
"24","Maryland","MD","2011","drugdeathrate","12.1"
"24","Maryland","MD","2012","drugdeathrate","14.1"
"24","Maryland","MD","2013","drugdeathrate","15.0"
"24","Maryland","MD","2014","drugdeathrate","17.9"
"24","Maryland","MD","2015","drugdeathrate","21.4"
"24","Maryland","MD","2016","drugdeathrate","34.0"
"24","Maryland","MD","2017","drugdeathrate","37.1"
"25","Massachusetts","MA","2010","drugdeathrate","11.3"
"25","Massachusetts","MA","2011","drugdeathrate","13.0"
"25","Massachusetts","MA","2012","drugdeathrate","12.9"
"25","Massachusetts","MA","2013","drugdeathrate","16.2"
"25","Massachusetts","MA","2014","drugdeathrate","19.1"
"25","Massachusetts","MA","2015","drugdeathrate","25.4"
"25","Massachusetts","MA","2016","drugdeathrate","32.7"
"25","Massachusetts","MA","2017","drugdeathrate","31.6"
"26","Michigan","MI","2010","drugdeathrate","14.1"
"26","Michigan","MI","2011","drugdeathrate","14.0"
"26","Michigan","MI","2012","drugdeathrate","13.2"
"26","Michigan","MI","2013","drugdeathrate","15.7"
"26","Michigan","MI","2014","drugdeathrate","17.8"
"26","Michigan","MI","2015","drugdeathrate","20.0"
"26","Michigan","MI","2016","drugdeathrate","23.6"
"26","Michigan","MI","2017","drugdeathrate","27.0"
"27","Minnesota","MN","2010","drugdeathrate","7.5"
"27","Minnesota","MN","2011","drugdeathrate","9.6"
"27","Minnesota","MN","2012","drugdeathrate","9.0"
"27","Minnesota","MN","2013","drugdeathrate","9.6"
"27","Minnesota","MN","2014","drugdeathrate","9.5"
"27","Minnesota","MN","2015","drugdeathrate","10.6"
"27","Minnesota","MN","2016","drugdeathrate","12.2"
"27","Minnesota","MN","2017","drugdeathrate","13.1"
"28","Mississippi","MS","2010","drugdeathrate","11.3"
"28","Mississippi","MS","2011","drugdeathrate","10.1"
"28","Mississippi","MS","2012","drugdeathrate","10.4"
"28","Mississippi","MS","2013","drugdeathrate","10.6"
"28","Mississippi","MS","2014","drugdeathrate","11.2"
"28","Mississippi","MS","2015","drugdeathrate","11.7"
"28","Mississippi","MS","2016","drugdeathrate","11.8"
"28","Mississippi","MS","2017","drugdeathrate","11.9"
"29","Missouri","MO","2010","drugdeathrate","16.7"
"29","Missouri","MO","2011","drugdeathrate","16.0"
"29","Missouri","MO","2012","drugdeathrate","15.6"
"29","Missouri","MO","2013","drugdeathrate","17.0"
"29","Missouri","MO","2014","drugdeathrate","17.6"
"29","Missouri","MO","2015","drugdeathrate","17.5"
"29","Missouri","MO","2016","drugdeathrate","22.5"
"29","Missouri","MO","2017","drugdeathrate","22.4"
"30","Montana","MT","2010","drugdeathrate","11.9"
"30","Montana","MT","2011","drugdeathrate","14.1"
"30","Montana","MT","2012","drugdeathrate","11.7"
"30","Montana","MT","2013","drugdeathrate","13.5"
"30","Montana","MT","2014","drugdeathrate","12.2"
"30","Montana","MT","2015","drugdeathrate","13.4"
"30","Montana","MT","2016","drugdeathrate","11.4"
"30","Montana","MT","2017","drugdeathrate","11.3"
"31","Nebraska","NE","2010","drugdeathrate","6.4"
"31","Nebraska","NE","2011","drugdeathrate","7.0"
"31","Nebraska","NE","2012","drugdeathrate","7.9"
"31","Nebraska","NE","2013","drugdeathrate","6.3"
"31","Nebraska","NE","2014","drugdeathrate","6.6"
"31","Nebraska","NE","2015","drugdeathrate","6.6"
"31","Nebraska","NE","2016","drugdeathrate","6.3"
"31","Nebraska","NE","2017","drugdeathrate","7.9"
"32","Nevada","NV","2010","drugdeathrate","21.4"
"32","Nevada","NV","2011","drugdeathrate","23.5"
"32","Nevada","NV","2012","drugdeathrate","21.8"
"32","Nevada","NV","2013","drugdeathrate","22.0"
"32","Nevada","NV","2014","drugdeathrate","19.2"
"32","Nevada","NV","2015","drugdeathrate","21.4"
"32","Nevada","NV","2016","drugdeathrate","22.6"
"32","Nevada","NV","2017","drugdeathrate","22.5"
"33","New Hampshire","NH","2010","drugdeathrate","12.2"
"33","New Hampshire","NH","2011","drugdeathrate","15.9"
"33","New Hampshire","NH","2012","drugdeathrate","13.1"
"33","New Hampshire","NH","2013","drugdeathrate","15.3"
"33","New Hampshire","NH","2014","drugdeathrate","25.2"
"33","New Hampshire","NH","2015","drugdeathrate","31.7"
"33","New Hampshire","NH","2016","drugdeathrate","36.0"
"33","New Hampshire","NH","2017","drugdeathrate","34.8"
"34","New Jersey","NJ","2010","drugdeathrate","9.9"
"34","New Jersey","NJ","2011","drugdeathrate","11.5"
"34","New Jersey","NJ","2012","drugdeathrate","13.8"
"34","New Jersey","NJ","2013","drugdeathrate","14.5"
"34","New Jersey","NJ","2014","drugdeathrate","14.0"
"34","New Jersey","NJ","2015","drugdeathrate","16.2"
"34","New Jersey","NJ","2016","drugdeathrate","23.0"
"34","New Jersey","NJ","2017","drugdeathrate","29.8"
"35","New Mexico","NM","2010","drugdeathrate","23.2"
"35","New Mexico","NM","2011","drugdeathrate","25.4"
"35","New Mexico","NM","2012","drugdeathrate","23.6"
"35","New Mexico","NM","2013","drugdeathrate","22.0"
"35","New Mexico","NM","2014","drugdeathrate","26.2"
"35","New Mexico","NM","2015","drugdeathrate","24.0"
"35","New Mexico","NM","2016","drugdeathrate","24.0"
"35","New Mexico","NM","2017","drugdeathrate","23.6"
"36","New York","NY","2010","drugdeathrate","8.0"
"36","New York","NY","2011","drugdeathrate","10.0"
"36","New York","NY","2012","drugdeathrate","10.8"
"36","New York","NY","2013","drugdeathrate","11.7"
"36","New York","NY","2014","drugdeathrate","11.6"
"36","New York","NY","2015","drugdeathrate","13.9"
"36","New York","NY","2016","drugdeathrate","18.4"
"36","New York","NY","2017","drugdeathrate","19.8"
"37","North Carolina","NC","2010","drugdeathrate","11.5"
"37","North Carolina","NC","2011","drugdeathrate","13.1"
"37","North Carolina","NC","2012","drugdeathrate","13.3"
"37","North Carolina","NC","2013","drugdeathrate","12.8"
"37","North Carolina","NC","2014","drugdeathrate","13.7"
"37","North Carolina","NC","2015","drugdeathrate","15.6"
"37","North Carolina","NC","2016","drugdeathrate","19.3"
"37","North Carolina","NC","2017","drugdeathrate","23.5"
"38","North Dakota","ND","2010","drugdeathrate","3.4"
"38","North Dakota","ND","2011","drugdeathrate",""
"38","North Dakota","ND","2012","drugdeathrate","3.0"
"38","North Dakota","ND","2013","drugdeathrate","2.8"
"38","North Dakota","ND","2014","drugdeathrate","5.8"
"38","North Dakota","ND","2015","drugdeathrate","8.1"
"38","North Dakota","ND","2016","drugdeathrate","10.2"
"38","North Dakota","ND","2017","drugdeathrate","9.0"
"39","Ohio","OH","2010","drugdeathrate","15.9"
"39","Ohio","OH","2011","drugdeathrate","17.5"
"39","Ohio","OH","2012","drugdeathrate","18.4"
"39","Ohio","OH","2013","drugdeathrate","20.3"
"39","Ohio","OH","2014","drugdeathrate","23.7"
"39","Ohio","OH","2015","drugdeathrate","28.5"
"39","Ohio","OH","2016","drugdeathrate","37.3"
"39","Ohio","OH","2017","drugdeathrate","43.8"
"40","Oklahoma","OK","2010","drugdeathrate","19.1"
"40","Oklahoma","OK","2011","drugdeathrate","18.5"
"40","Oklahoma","OK","2012","drugdeathrate","20.2"
"40","Oklahoma","OK","2013","drugdeathrate","20.5"
"40","Oklahoma","OK","2014","drugdeathrate","20.0"
"40","Oklahoma","OK","2015","drugdeathrate","18.5"
"40","Oklahoma","OK","2016","drugdeathrate","20.7"
"40","Oklahoma","OK","2017","drugdeathrate","19.7"
"41","Oregon","OR","2010","drugdeathrate","13.1"
"41","Oregon","OR","2011","drugdeathrate","13.7"
"41","Oregon","OR","2012","drugdeathrate","12.6"
"41","Oregon","OR","2013","drugdeathrate","11.6"
"41","Oregon","OR","2014","drugdeathrate","13.1"
"41","Oregon","OR","2015","drugdeathrate","12.5"
"41","Oregon","OR","2016","drugdeathrate","12.4"
"41","Oregon","OR","2017","drugdeathrate","12.8"
"42","Pennsylvania","PA","2010","drugdeathrate","15.1"
"42","Pennsylvania","PA","2011","drugdeathrate","18.0"
"42","Pennsylvania","PA","2012","drugdeathrate","18.5"
"42","Pennsylvania","PA","2013","drugdeathrate","19.0"
"42","Pennsylvania","PA","2014","drugdeathrate","21.4"
"42","Pennsylvania","PA","2015","drugdeathrate","25.5"
"42","Pennsylvania","PA","2016","drugdeathrate","36.2"
"42","Pennsylvania","PA","2017","drugdeathrate","42.1"
"44","Rhode Island","RI","2010","drugdeathrate","15.9"
"44","Rhode Island","RI","2011","drugdeathrate","18.1"
"44","Rhode Island","RI","2012","drugdeathrate","18.7"
"44","Rhode Island","RI","2013","drugdeathrate","22.9"
"44","Rhode Island","RI","2014","drugdeathrate","23.4"
"44","Rhode Island","RI","2015","drugdeathrate","29.3"
"44","Rhode Island","RI","2016","drugdeathrate","30.9"
"44","Rhode Island","RI","2017","drugdeathrate","30.2"
"45","South Carolina","SC","2010","drugdeathrate","14.7"
"45","South Carolina","SC","2011","drugdeathrate","13.2"
"45","South Carolina","SC","2012","drugdeathrate","12.4"
"45","South Carolina","SC","2013","drugdeathrate","13.0"
"45","South Carolina","SC","2014","drugdeathrate","14.5"
"45","South Carolina","SC","2015","drugdeathrate","15.5"
"45","South Carolina","SC","2016","drugdeathrate","17.7"
"45","South Carolina","SC","2017","drugdeathrate","20.1"
"46","South Dakota","SD","2010","drugdeathrate","5.5"
"46","South Dakota","SD","2011","drugdeathrate","6.9"
"46","South Dakota","SD","2012","drugdeathrate","5.0"
"46","South Dakota","SD","2013","drugdeathrate","6.5"
"46","South Dakota","SD","2014","drugdeathrate","7.4"
"46","South Dakota","SD","2015","drugdeathrate","7.6"
"46","South Dakota","SD","2016","drugdeathrate","8.0"
"46","South Dakota","SD","2017","drugdeathrate","8.4"
"47","Tennessee","TN","2010","drugdeathrate","17.0"
"47","Tennessee","TN","2011","drugdeathrate","17.0"
"47","Tennessee","TN","2012","drugdeathrate","17.5"
"47","Tennessee","TN","2013","drugdeathrate","18.3"
"47","Tennessee","TN","2014","drugdeathrate","19.4"
"47","Tennessee","TN","2015","drugdeathrate","22.1"
"47","Tennessee","TN","2016","drugdeathrate","24.5"
"47","Tennessee","TN","2017","drugdeathrate","26.4"
"48","Texas","TX","2010","drugdeathrate","9.5"
"48","Texas","TX","2011","drugdeathrate","10.1"
"48","Texas","TX","2012","drugdeathrate","9.4"
"48","Texas","TX","2013","drugdeathrate","9.2"
"48","Texas","TX","2014","drugdeathrate","9.6"
"48","Texas","TX","2015","drugdeathrate","9.4"
"48","Texas","TX","2016","drugdeathrate","10.2"
"48","Texas","TX","2017","drugdeathrate","10.6"
"49","Utah","UT","2010","drugdeathrate","15.7"
"49","Utah","UT","2011","drugdeathrate","17.9"
"49","Utah","UT","2012","drugdeathrate","21.0"
"49","Utah","UT","2013","drugdeathrate","20.5"
"49","Utah","UT","2014","drugdeathrate","20.5"
"49","Utah","UT","2015","drugdeathrate","21.6"
"49","Utah","UT","2016","drugdeathrate","20.8"
"49","Utah","UT","2017","drugdeathrate","21.0"
"50","Vermont","VT","2010","drugdeathrate","10.1"
"50","Vermont","VT","2011","drugdeathrate","13.2"
"50","Vermont","VT","2012","drugdeathrate","11.2"
"50","Vermont","VT","2013","drugdeathrate","14.8"
"50","Vermont","VT","2014","drugdeathrate","13.2"
"50","Vermont","VT","2015","drugdeathrate","15.8"
"50","Vermont","VT","2016","drugdeathrate","20.0"
"50","Vermont","VT","2017","drugdeathrate","21.5"
"51","Virginia","VA","2010","drugdeathrate","7.0"
"51","Virginia","VA","2011","drugdeathrate","9.9"
"51","Virginia","VA","2012","drugdeathrate","9.0"
"51","Virginia","VA","2013","drugdeathrate","10.3"
"51","Virginia","VA","2014","drugdeathrate","11.8"
"51","Virginia","VA","2015","drugdeathrate","12.4"
"51","Virginia","VA","2016","drugdeathrate","16.7"
"51","Virginia","VA","2017","drugdeathrate","17.8"
"53","Washington","WA","2010","drugdeathrate","13.6"
"53","Washington","WA","2011","drugdeathrate","14.6"
"53","Washington","WA","2012","drugdeathrate","14.3"
"53","Washington","WA","2013","drugdeathrate","13.9"
"53","Washington","WA","2014","drugdeathrate","13.9"
"53","Washington","WA","2015","drugdeathrate","15.3"
"53","Washington","WA","2016","drugdeathrate","15.1"
"53","Washington","WA","2017","drugdeathrate","15.8"
"54","West Virginia","WV","2010","drugdeathrate","27.6"
"54","West Virginia","WV","2011","drugdeathrate","34.2"
"54","West Virginia","WV","2012","drugdeathrate","30.1"
"54","West Virginia","WV","2013","drugdeathrate","30.7"
"54","West Virginia","WV","2014","drugdeathrate","33.9"
"54","West Virginia","WV","2015","drugdeathrate","39.3"
"54","West Virginia","WV","2016","drugdeathrate","48.3"
"54","West Virginia","WV","2017","drugdeathrate","53.6"
"55","Wisconsin","WI","2010","drugdeathrate","11.1"
"55","Wisconsin","WI","2011","drugdeathrate","12.2"
"55","Wisconsin","WI","2012","drugdeathrate","12.1"
"55","Wisconsin","WI","2013","drugdeathrate","14.9"
"55","Wisconsin","WI","2014","drugdeathrate","14.8"
"55","Wisconsin","WI","2015","drugdeathrate","15.2"
"55","Wisconsin","WI","2016","drugdeathrate","18.6"
"55","Wisconsin","WI","2017","drugdeathrate","20.3"
"56","Wyoming","WY","2010","drugdeathrate","15.1"
"56","Wyoming","WY","2011","drugdeathrate","15.0"
"56","Wyoming","WY","2012","drugdeathrate","17.0"
"56","Wyoming","WY","2013","drugdeathrate","16.8"
"56","Wyoming","WY","2014","drugdeathrate","18.7"
"56","Wyoming","WY","2015","drugdeathrate","16.4"
"56","Wyoming","WY","2016","drugdeathrate","16.9"
"56","Wyoming","WY","2017","drugdeathrate","11.9"
"72","Puerto Rico","PR","2010","drugdeathrate",""
"72","Puerto Rico","PR","2011","drugdeathrate",""
"72","Puerto Rico","PR","2012","drugdeathrate",""
"72","Puerto Rico","PR","2013","drugdeathrate",""
"72","Puerto Rico","PR","2014","drugdeathrate",""
"72","Puerto Rico","PR","2015","drugdeathrate",""
"72","Puerto Rico","PR","2016","drugdeathrate",""
"72","Puerto Rico","PR","2017","drugdeathrate",""
"00","United States","US","2010","drugdeathrate","12.390636"
"00","United States","US","2011","drugdeathrate","13.265123999999998"
"00","United States","US","2012","drugdeathrate","13.217481"
"00","United States","US","2013","drugdeathrate","13.908032999999998"
"00","United States","US","2014","drugdeathrate","14.768259"
"00","United States","US","2015","drugdeathrate","16.323207999999997"
"00","United States","US","2016","drugdeathrate","19.675583"
"00","United States","US","2017","drugdeathrate","21.563667000000002"
