"STATEFP","STATE","STATEABBREVIATION","YEAR","INDICATOR","VALUE"
"23","Maine","ME","2011","opioid_RxRate","93.1"
"23","Maine","ME","2012","opioid_RxRate","89.7"
"23","Maine","ME","2013","opioid_RxRate","85.9"
"23","Maine","ME","2014","opioid_RxRate","82.4"
"23","Maine","ME","2015","opioid_RxRate","76.5"
"23","Maine","ME","2016","opioid_RxRate","66.9"
"23","Maine","ME","2017","opioid_RxRate","55.7"
"24","Maryland","MD","2006","opioid_RxRate","60.1"
"24","Maryland","MD","2007","opioid_RxRate","63.3"
"24","Maryland","MD","2008","opioid_RxRate","65.5"
"24","Maryland","MD","2009","opioid_RxRate","66.9"
"24","Maryland","MD","2010","opioid_RxRate","71.2"
"24","Maryland","MD","2011","opioid_RxRate","72.9"
"24","Maryland","MD","2012","opioid_RxRate","72.2"
"24","Maryland","MD","2013","opioid_RxRate","69.0"
"24","Maryland","MD","2014","opioid_RxRate","67.6"
"24","Maryland","MD","2015","opioid_RxRate","63.0"
"24","Maryland","MD","2016","opioid_RxRate","58.7"
"24","Maryland","MD","2017","opioid_RxRate","51.7"
"25","Massachusetts","MA","2006","opioid_RxRate","66.0"
"25","Massachusetts","MA","2007","opioid_RxRate","68.2"
"25","Massachusetts","MA","2008","opioid_RxRate","69.2"
"25","Massachusetts","MA","2009","opioid_RxRate","68.9"
"25","Massachusetts","MA","2010","opioid_RxRate","67.9"
"25","Massachusetts","MA","2011","opioid_RxRate","65.9"
"25","Massachusetts","MA","2012","opioid_RxRate","65.7"
"25","Massachusetts","MA","2013","opioid_RxRate","63.0"
"25","Massachusetts","MA","2014","opioid_RxRate","59.6"
"25","Massachusetts","MA","2015","opioid_RxRate","54.0"
"25","Massachusetts","MA","2016","opioid_RxRate","47.1"
"25","Massachusetts","MA","2017","opioid_RxRate","40.1"
"26","Michigan","MI","2006","opioid_RxRate","80.2"
"26","Michigan","MI","2007","opioid_RxRate","85.6"
"26","Michigan","MI","2008","opioid_RxRate","89.9"
"26","Michigan","MI","2009","opioid_RxRate","91.6"
"26","Michigan","MI","2010","opioid_RxRate","96.0"
"26","Michigan","MI","2011","opioid_RxRate","98.8"
"26","Michigan","MI","2012","opioid_RxRate","100.7"
"26","Michigan","MI","2013","opioid_RxRate","98.9"
"26","Michigan","MI","2014","opioid_RxRate","98.0"
"26","Michigan","MI","2015","opioid_RxRate","90.5"
"26","Michigan","MI","2016","opioid_RxRate","84.9"
"26","Michigan","MI","2017","opioid_RxRate","74.2"
"27","Minnesota","MN","2006","opioid_RxRate","50.3"
"27","Minnesota","MN","2007","opioid_RxRate","53.7"
"27","Minnesota","MN","2008","opioid_RxRate","56.5"
"27","Minnesota","MN","2009","opioid_RxRate","58.6"
"27","Minnesota","MN","2010","opioid_RxRate","59.0"
"27","Minnesota","MN","2011","opioid_RxRate","60.0"
"27","Minnesota","MN","2012","opioid_RxRate","60.9"
"27","Minnesota","MN","2013","opioid_RxRate","58.3"
"27","Minnesota","MN","2014","opioid_RxRate","56.6"
"27","Minnesota","MN","2015","opioid_RxRate","52.1"
"27","Minnesota","MN","2016","opioid_RxRate","46.9"
"27","Minnesota","MN","2017","opioid_RxRate","41.0"
"28","Mississippi","MS","2006","opioid_RxRate","102.7"
"28","Mississippi","MS","2007","opioid_RxRate","109.9"
"28","Mississippi","MS","2008","opioid_RxRate","113.2"
"28","Mississippi","MS","2009","opioid_RxRate","117.3"
"28","Mississippi","MS","2010","opioid_RxRate","118.1"
"28","Mississippi","MS","2011","opioid_RxRate","117.2"
"28","Mississippi","MS","2012","opioid_RxRate","121.8"
"28","Mississippi","MS","2013","opioid_RxRate","119.6"
"28","Mississippi","MS","2014","opioid_RxRate","116.3"
"28","Mississippi","MS","2015","opioid_RxRate","110.9"
"28","Mississippi","MS","2016","opioid_RxRate","105.6"
"28","Mississippi","MS","2017","opioid_RxRate","92.9"
"29","Missouri","MO","2006","opioid_RxRate","80.5"
"29","Missouri","MO","2007","opioid_RxRate","84.3"
"29","Missouri","MO","2008","opioid_RxRate","86.8"
"29","Missouri","MO","2009","opioid_RxRate","88.5"
"29","Missouri","MO","2010","opioid_RxRate","91.0"
"29","Missouri","MO","2011","opioid_RxRate","91.6"
"29","Missouri","MO","2012","opioid_RxRate","95.4"
"29","Missouri","MO","2013","opioid_RxRate","93.3"
"29","Missouri","MO","2014","opioid_RxRate","90.7"
"29","Missouri","MO","2015","opioid_RxRate","84.5"
"29","Missouri","MO","2016","opioid_RxRate","80.4"
"29","Missouri","MO","2017","opioid_RxRate","71.8"
"30","Montana","MT","2006","opioid_RxRate","79.1"
"30","Montana","MT","2007","opioid_RxRate","81.1"
"30","Montana","MT","2008","opioid_RxRate","85.3"
"30","Montana","MT","2009","opioid_RxRate","85.8"
"30","Montana","MT","2010","opioid_RxRate","87.2"
"30","Montana","MT","2011","opioid_RxRate","85.3"
"30","Montana","MT","2012","opioid_RxRate","87.7"
"30","Montana","MT","2013","opioid_RxRate","84.2"
"30","Montana","MT","2014","opioid_RxRate","80.1"
"30","Montana","MT","2015","opioid_RxRate","73.3"
"30","Montana","MT","2016","opioid_RxRate","69.8"
"30","Montana","MT","2017","opioid_RxRate","61.1"
"31","Nebraska","NE","2006","opioid_RxRate","64.3"
"31","Nebraska","NE","2007","opioid_RxRate","65.1"
"31","Nebraska","NE","2008","opioid_RxRate","66.2"
"31","Nebraska","NE","2009","opioid_RxRate","66.4"
"31","Nebraska","NE","2010","opioid_RxRate","69.0"
"31","Nebraska","NE","2011","opioid_RxRate","68.8"
"31","Nebraska","NE","2012","opioid_RxRate","73.2"
"31","Nebraska","NE","2013","opioid_RxRate","71.3"
"31","Nebraska","NE","2014","opioid_RxRate","70.1"
"31","Nebraska","NE","2015","opioid_RxRate","65.5"
"31","Nebraska","NE","2016","opioid_RxRate","62.8"
"31","Nebraska","NE","2017","opioid_RxRate","56.6"
"32","Nevada","NV","2006","opioid_RxRate","87.7"
"32","Nevada","NV","2007","opioid_RxRate","90.2"
"32","Nevada","NV","2008","opioid_RxRate","97.0"
"32","Nevada","NV","2009","opioid_RxRate","94.0"
"32","Nevada","NV","2010","opioid_RxRate","97.3"
"32","Nevada","NV","2011","opioid_RxRate","100.3"
"32","Nevada","NV","2012","opioid_RxRate","98.9"
"32","Nevada","NV","2013","opioid_RxRate","91.1"
"32","Nevada","NV","2014","opioid_RxRate","90.1"
"32","Nevada","NV","2015","opioid_RxRate","85.4"
"32","Nevada","NV","2016","opioid_RxRate","80.7"
"32","Nevada","NV","2017","opioid_RxRate","73.0"
"33","New Hampshire","NH","2006","opioid_RxRate","75.0"
"33","New Hampshire","NH","2007","opioid_RxRate","78.5"
"33","New Hampshire","NH","2008","opioid_RxRate","81.7"
"33","New Hampshire","NH","2009","opioid_RxRate","81.5"
"33","New Hampshire","NH","2010","opioid_RxRate","81.6"
"33","New Hampshire","NH","2011","opioid_RxRate","80.9"
"33","New Hampshire","NH","2012","opioid_RxRate","83.7"
"33","New Hampshire","NH","2013","opioid_RxRate","82.0"
"33","New Hampshire","NH","2014","opioid_RxRate","79.6"
"33","New Hampshire","NH","2015","opioid_RxRate","74.8"
"33","New Hampshire","NH","2016","opioid_RxRate","64.3"
"33","New Hampshire","NH","2017","opioid_RxRate","52.8"
"34","New Jersey","NJ","2006","opioid_RxRate","54.7"
"34","New Jersey","NJ","2007","opioid_RxRate","57.2"
"34","New Jersey","NJ","2008","opioid_RxRate","59.5"
"34","New Jersey","NJ","2009","opioid_RxRate","59.9"
"34","New Jersey","NJ","2010","opioid_RxRate","61.0"
"34","New Jersey","NJ","2011","opioid_RxRate","61.5"
"34","New Jersey","NJ","2012","opioid_RxRate","60.1"
"34","New Jersey","NJ","2013","opioid_RxRate","58.3"
"34","New Jersey","NJ","2014","opioid_RxRate","57.2"
"34","New Jersey","NJ","2015","opioid_RxRate","56.0"
"34","New Jersey","NJ","2016","opioid_RxRate","52.6"
"34","New Jersey","NJ","2017","opioid_RxRate","44.2"
"35","New Mexico","NM","2006","opioid_RxRate","61.8"
"35","New Mexico","NM","2007","opioid_RxRate","69.0"
"35","New Mexico","NM","2008","opioid_RxRate","71.4"
"35","New Mexico","NM","2009","opioid_RxRate","75.3"
"35","New Mexico","NM","2010","opioid_RxRate","81.9"
"35","New Mexico","NM","2011","opioid_RxRate","81.6"
"35","New Mexico","NM","2012","opioid_RxRate","76.8"
"35","New Mexico","NM","2013","opioid_RxRate","71.4"
"35","New Mexico","NM","2014","opioid_RxRate","71.5"
"35","New Mexico","NM","2015","opioid_RxRate","69.8"
"35","New Mexico","NM","2016","opioid_RxRate","65.1"
"35","New Mexico","NM","2017","opioid_RxRate","56.4"
"36","New York","NY","2006","opioid_RxRate","44.2"
"36","New York","NY","2007","opioid_RxRate","46.1"
"36","New York","NY","2008","opioid_RxRate","48.4"
"36","New York","NY","2009","opioid_RxRate","49.5"
"36","New York","NY","2010","opioid_RxRate","51.0"
"36","New York","NY","2011","opioid_RxRate","51.1"
"36","New York","NY","2012","opioid_RxRate","51.8"
"36","New York","NY","2013","opioid_RxRate","46.7"
"36","New York","NY","2014","opioid_RxRate","43.9"
"36","New York","NY","2015","opioid_RxRate","45.1"
"36","New York","NY","2016","opioid_RxRate","42.7"
"36","New York","NY","2017","opioid_RxRate","37.8"
"37","North Carolina","NC","2006","opioid_RxRate","85.2"
"37","North Carolina","NC","2007","opioid_RxRate","87.5"
"37","North Carolina","NC","2008","opioid_RxRate","88.6"
"37","North Carolina","NC","2009","opioid_RxRate","89.3"
"37","North Carolina","NC","2010","opioid_RxRate","93.1"
"37","North Carolina","NC","2011","opioid_RxRate","93.5"
"37","North Carolina","NC","2012","opioid_RxRate","98.6"
"37","North Carolina","NC","2013","opioid_RxRate","96.7"
"37","North Carolina","NC","2014","opioid_RxRate","93.7"
"37","North Carolina","NC","2015","opioid_RxRate","88.4"
"37","North Carolina","NC","2016","opioid_RxRate","82.5"
"37","North Carolina","NC","2017","opioid_RxRate","72.0"
"38","North Dakota","ND","2006","opioid_RxRate","56.0"
"38","North Dakota","ND","2007","opioid_RxRate","59.3"
"38","North Dakota","ND","2008","opioid_RxRate","61.7"
"38","North Dakota","ND","2009","opioid_RxRate","60.3"
"38","North Dakota","ND","2010","opioid_RxRate","63.0"
"38","North Dakota","ND","2011","opioid_RxRate","61.3"
"38","North Dakota","ND","2012","opioid_RxRate","62.1"
"38","North Dakota","ND","2013","opioid_RxRate","60.1"
"38","North Dakota","ND","2014","opioid_RxRate","58.1"
"38","North Dakota","ND","2015","opioid_RxRate","53.0"
"38","North Dakota","ND","2016","opioid_RxRate","47.8"
"38","North Dakota","ND","2017","opioid_RxRate","41.5"
"39","Ohio","OH","2006","opioid_RxRate","87.7"
"39","Ohio","OH","2007","opioid_RxRate","92.7"
"39","Ohio","OH","2008","opioid_RxRate","97.5"
"39","Ohio","OH","2009","opioid_RxRate","100.4"
"39","Ohio","OH","2010","opioid_RxRate","102.4"
"39","Ohio","OH","2011","opioid_RxRate","101.5"
"39","Ohio","OH","2012","opioid_RxRate","97.5"
"39","Ohio","OH","2013","opioid_RxRate","93.1"
"39","Ohio","OH","2014","opioid_RxRate","89.5"
"39","Ohio","OH","2015","opioid_RxRate","82.7"
"39","Ohio","OH","2016","opioid_RxRate","75.3"
"39","Ohio","OH","2017","opioid_RxRate","63.5"
"40","Oklahoma","OK","2006","opioid_RxRate","108.7"
"40","Oklahoma","OK","2007","opioid_RxRate","114.4"
"40","Oklahoma","OK","2008","opioid_RxRate","111.3"
"40","Oklahoma","OK","2009","opioid_RxRate","115.0"
"40","Oklahoma","OK","2010","opioid_RxRate","119.6"
"40","Oklahoma","OK","2011","opioid_RxRate","122.3"
"40","Oklahoma","OK","2012","opioid_RxRate","127.4"
"40","Oklahoma","OK","2013","opioid_RxRate","123.3"
"40","Oklahoma","OK","2014","opioid_RxRate","110.9"
"40","Oklahoma","OK","2015","opioid_RxRate","104.4"
"40","Oklahoma","OK","2016","opioid_RxRate","97.9"
"40","Oklahoma","OK","2017","opioid_RxRate","88.1"
"41","Oregon","OR","2006","opioid_RxRate","91.0"
"41","Oregon","OR","2007","opioid_RxRate","95.5"
"41","Oregon","OR","2008","opioid_RxRate","99.1"
"41","Oregon","OR","2009","opioid_RxRate","99.3"
"41","Oregon","OR","2010","opioid_RxRate","101.2"
"41","Oregon","OR","2011","opioid_RxRate","100.7"
"41","Oregon","OR","2012","opioid_RxRate","98.7"
"41","Oregon","OR","2013","opioid_RxRate","94.2"
"41","Oregon","OR","2014","opioid_RxRate","91.9"
"41","Oregon","OR","2015","opioid_RxRate","84.2"
"41","Oregon","OR","2016","opioid_RxRate","76.3"
"41","Oregon","OR","2017","opioid_RxRate","66.1"
"42","Pennsylvania","PA","2006","opioid_RxRate","69.5"
"42","Pennsylvania","PA","2007","opioid_RxRate","73.7"
"42","Pennsylvania","PA","2008","opioid_RxRate","76.5"
"42","Pennsylvania","PA","2009","opioid_RxRate","78.1"
"42","Pennsylvania","PA","2010","opioid_RxRate","81.0"
"42","Pennsylvania","PA","2011","opioid_RxRate","81.7"
"42","Pennsylvania","PA","2012","opioid_RxRate","83.3"
"42","Pennsylvania","PA","2013","opioid_RxRate","81.6"
"42","Pennsylvania","PA","2014","opioid_RxRate","79.9"
"42","Pennsylvania","PA","2015","opioid_RxRate","75.5"
"42","Pennsylvania","PA","2016","opioid_RxRate","69.5"
"42","Pennsylvania","PA","2017","opioid_RxRate","57.7"
"44","Rhode Island","RI","2006","opioid_RxRate","78.7"
"44","Rhode Island","RI","2007","opioid_RxRate","82.2"
"44","Rhode Island","RI","2008","opioid_RxRate","82.9"
"44","Rhode Island","RI","2009","opioid_RxRate","82.5"
"44","Rhode Island","RI","2010","opioid_RxRate","82.7"
"44","Rhode Island","RI","2011","opioid_RxRate","82.5"
"44","Rhode Island","RI","2012","opioid_RxRate","83.2"
"44","Rhode Island","RI","2013","opioid_RxRate","76.9"
"44","Rhode Island","RI","2014","opioid_RxRate","72.8"
"44","Rhode Island","RI","2015","opioid_RxRate","65.7"
"44","Rhode Island","RI","2016","opioid_RxRate","60.3"
"44","Rhode Island","RI","2017","opioid_RxRate","51.2"
"45","South Carolina","SC","2006","opioid_RxRate","90.4"
"45","South Carolina","SC","2007","opioid_RxRate","91.7"
"45","South Carolina","SC","2008","opioid_RxRate","94.1"
"45","South Carolina","SC","2009","opioid_RxRate","95.8"
"45","South Carolina","SC","2010","opioid_RxRate","98.6"
"45","South Carolina","SC","2011","opioid_RxRate","96.8"
"45","South Carolina","SC","2012","opioid_RxRate","104.0"
"45","South Carolina","SC","2013","opioid_RxRate","103.0"
